,CompoundScore,NegativeScore,NeutralScore,NewsOutlet,PositiveScore,Timestamp,Tweet,TweetAgo
426,0.0,0.0,1.0,NYT,0.0,2018-03-27 09:02:02 PM,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/cVB0DGRzd0",26
427,0.4939,0.0,0.789,NYT,0.211,2018-03-27 09:17:02 PM,RT @PamelaPaulNYT: Everyone except Sean Penn will enjoy reading this book review. https://t.co/RliFDhdK2o,27
428,0.0258,0.086,0.823,NYT,0.091,2018-03-27 09:26:03 PM,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a… https://t.co/55Ge3ZrTLI,28
429,0.4019,0.0,0.863,NYT,0.137,2018-03-27 09:38:06 PM,"Before harvesting millions of users' Facebook data, Cambridge Analytica had help from an employee at Peter Thiel's… https://t.co/yq5T0MfyyH",29
430,0.4588,0.0,0.87,NYT,0.13,2018-03-27 09:51:05 PM,RT @nytopinion: John Paul Stevens: Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t…,30
431,-0.7717,0.288,0.637,NYT,0.075,2018-03-27 10:02:02 PM,"""We have created a double tragedy for these people."" Chronic pain patients treated with high doses of opioids are c… https://t.co/O2ZPgi7gM5",31
432,-0.2263,0.091,0.909,NYT,0.0,2018-03-27 10:17:04 PM,"Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers, th… https://t.co/UctTxeFEo6",32
433,-0.8442,0.304,0.62,NYT,0.076,2018-03-27 10:32:03 PM,"RT @NYTStyles: ""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he treated me?""…",33
434,0.0,0.0,1.0,NYT,0.0,2018-03-27 10:47:04 PM,Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid onl… https://t.co/e8ITt2Pien,34
435,-0.34,0.211,0.789,NYT,0.0,2018-03-27 10:55:32 PM,"Arrest of Catalan Leader Tests Spain, Separatists and E.U. https://t.co/jW8JlTkZyq",35
436,0.0,0.0,1.0,NYT,0.0,2018-03-27 11:02:03 PM,The idea of cosmetic surgery for a fish may sound extreme. But the Asian arowana is not your average pet store fish. https://t.co/RacPmqymCs,36
437,0.0,0.0,1.0,NYT,0.0,2018-03-27 11:11:06 PM,RT @jdelreal: For those catching up on the events here in Sacramento: https://t.co/vgSOvghxF3,37
438,0.0,0.0,1.0,NYT,0.0,2018-03-27 11:21:03 PM,"RT @nytopinion: Despite the ubiquity of dogs in our culture, there is much we don’t know about them and how they experience the world. Thei…",38
439,0.0,0.0,1.0,NYT,0.0,2018-03-27 11:41:04 PM,"A combination of weather phenomena whipped up and swept Saharan dust north, bringing a sepia tint to parts of easte… https://t.co/WL5g75ZvCd",39
440,-0.8074,0.417,0.583,NYT,0.0,2018-03-28 01:00:13 PM,A federal judge refused to dismiss a lawsuit accusing President Trump of violating the Constitution by not divorcin… https://t.co/Ya0ww0X8GQ,40
441,-0.4118,0.182,0.744,NYT,0.074,2018-03-28 01:07:16 AM,"A grocery war is raging across the United States. At stake is not only the price of toothpaste and bananas, but the… https://t.co/MUQx1tA2tX",41
442,-0.7096,0.297,0.643,NYT,0.06,2018-03-28 01:15:08 PM,A waiter in Canada has filed a complaint after he was fired for being aggressive and combative. His defense? He’s F… https://t.co/FxkAYLi1ub,42
443,0.6531,0.0,0.737,NYT,0.263,2018-03-28 01:30:12 PM,"The Supreme Court has never struck down a voting district as an unconstitutional partisan gerrymander, and allowing… https://t.co/gcleYowCnq",43
444,0.0,0.0,1.0,NYT,0.0,2018-03-28 01:32:05 AM,RT @nytopinion: One man searches for the world’s last remaining quiet places. https://t.co/8YXjpMLIlw,44
445,0.4404,0.0,0.854,NYT,0.146,2018-03-28 01:45:09 PM,"Heineken pulled a series of commercials for light beer that featured the tagline “sometimes, lighter is better"" aft… https://t.co/v5OcxoCrpi",45
446,-0.4019,0.144,0.856,NYT,0.0,2018-03-28 01:49:17 AM,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/wCoI4udh7F",46
447,0.5563,0.0,0.796,NYT,0.204,2018-03-28 02:00:05 PM,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/SiWzv2EpPP",47
448,0.0,0.0,1.0,NYT,0.0,2018-03-28 02:15:03 PM,"In @NYTOpinion 

Op-Ed Contributor Jacob Tobia writes, ""For over a decade, the unspoken rule of gay cinema and tele… https://t.co/CTOVOn7TcJ",48
449,0.0,0.0,1.0,NYT,0.0,2018-03-28 02:17:03 AM,RT @nytimesworld: A German gynecologist who provided patients information about abortion has stoked a debate over the Nazi-era law that ban…,49
450,0.0,0.0,1.0,NYT,0.0,2018-03-28 02:30:10 PM,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/xGUhUZJPgl",50
451,0.4588,0.0,0.8,NYT,0.2,2018-03-28 02:32:04 AM,“Spain is creating a situation where Europe’s judges rather than its politicians are being asked to solve Catalonia… https://t.co/k0HaUIVIYU,51
452,0.4588,0.0,0.812,NYT,0.188,2018-03-28 02:37:05 PM,"RT @nytopinion: We at @NYTOpinion welcome feedback, including in form of dog GIFs. https://t.co/sY338V4RD7",52
453,0.0,0.0,1.0,NYT,0.0,2018-03-28 02:47:02 AM,These almond cookies need just 4 ingredients https://t.co/5NNOTBW0n5,53
454,0.4767,0.09,0.687,NYT,0.223,2018-03-28 03:02:04 AM,"RT @nytpolitics: Kirstjen Nielsen, the homeland security secretary, recently warned dozens of foreign diplomats that the United States woul…",54
455,0.0,0.0,1.0,NYT,0.0,2018-03-28 03:16:01 AM,The connections between Cambridge Analytica and Peter Thiel's firm Palantir were thrust into the spotlight by Chris… https://t.co/X9OaPT2uvR,55
456,-0.4404,0.132,0.868,NYT,0.0,2018-03-28 03:30:07 AM,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/zg2L5EURJP,56
457,-0.5267,0.159,0.841,NYT,0.0,2018-03-28 03:44:04 AM,"In an 8th-grade history textbook, students are told that Viktor Orban thinks refugees are a threat to Hungary. ""It… https://t.co/zGSK0PZDXF",57
458,-0.296,0.147,0.756,NYT,0.097,2018-03-28 04:00:22 AM,"RT @nytimesworld: Egypt’s presidential election is shaping up to be a low-watt and joyless affair, the antithesis of the youthful passions…",58
459,0.1045,0.158,0.658,NYT,0.184,2018-03-28 04:16:05 AM,The United Nations' most haunting mystery received new life on Tuesday https://t.co/Cp0HnO48qu,59
460,-0.5574,0.135,0.865,NYT,0.0,2018-03-28 04:29:02 AM,"RT @nytimesworld: “I am thinking about the family of the butcher, about the customer who died for nothing, and about the colonel who sacrif…",60
461,0.4215,0.0,0.872,NYT,0.128,2018-03-28 04:44:06 AM,"Kim Jong-un told Xi Jinping that he was open to dialogue with the United States, including a potential summit meeti… https://t.co/7mnXpfQdMX",61
462,0.0,0.0,1.0,NYT,0.0,2018-03-28 05:05:05 AM,Morning Briefing: Here's what you need to know to start your day https://t.co/qSirjFsTQK https://t.co/Rtc5I5NHou,62
463,0.2732,0.0,0.913,NYT,0.087,2018-03-28 05:15:04 AM,"RT @LizziePaton: Is fast fashion going out of, well, fashion? H&amp;M, the world’s second largest retailer by sales, is currently sitting on a…",63
464,-0.6124,0.263,0.737,NYT,0.0,2018-03-28 05:30:10 AM,North Korea is firing up a reactor. Why that could upset Trump's talks with Kim. https://t.co/dIimnicgw7 https://t.co/F6kbTGtJDr,64
465,0.0,0.0,1.0,NYT,0.0,2018-03-28 05:45:05 AM,"Some voters said they had been paid, from about $3 to $9, to vote. In several areas, government officials promised… https://t.co/3l3sroqZll",65
466,0.34,0.0,0.862,NYT,0.138,2018-03-28 06:00:08 AM,"John Bolton, President Trump's choice for national security adviser, was portrayed during a 2005 Senate confirmatio… https://t.co/Eq0eq04Pb9",66
467,0.0,0.0,1.0,NYT,0.0,2018-03-28 06:15:09 AM,"President Trump said that the Second Amendment — the right to bear arms — ""will never be repealed,"" responding to a… https://t.co/iYAMbvHi9Z",67
468,0.0,0.0,1.0,NYT,0.0,2018-03-28 06:31:08 AM,"The National Civil Rights Museum in Memphis is a monument to a movement, and to the Rev. Dr. Martin Luther King Jr. https://t.co/b9MJfvYXiF",68
469,0.0,0.0,1.0,NYT,0.0,2018-03-28 06:44:02 AM,Atlanta's municipal government has been brought to its knees by one of the most sustained and consequential cyberat… https://t.co/DG6umSDQL5,69
470,-0.0397,0.116,0.774,NYT,0.109,2018-03-28 07:05:06 AM,"Trevor Noah is not impressed by John Bolton, President Trump's new pick for national security adviser. Our late-nig… https://t.co/pwzaU3scX5",70
471,0.34,0.0,0.882,NYT,0.118,2018-03-28 07:15:05 AM,Facebook said it will roll out a centralized system for its users to control their privacy and security settings https://t.co/DxHZ5eNRDa,71
472,-0.5423,0.163,0.837,NYT,0.0,2018-03-28 07:30:03 AM,The Academy of Motion Picture Arts and Sciences concluded that an allegation of sexual harassment against its presi… https://t.co/9h1ugEvuBz,72
473,0.4215,0.094,0.703,NYT,0.203,2018-03-28 07:44:03 AM,RT @MattAndersonNYT: The Russian director Kirill Serebrennikov is still under house arrest in Moscow. A festival of his plays and films at…,73
474,0.0,0.0,1.0,NYT,0.0,2018-03-28 08:00:17 AM,Morning Briefing: Here's what you need to know to start your day https://t.co/yLdObb0e0R https://t.co/NbpPRQafVf,74
475,-0.4404,0.243,0.638,NYT,0.119,2018-03-28 08:14:07 AM,The Motion Picture Academy concluded that an allegation of sexual harassment against its president had no merit https://t.co/DhiZeF7tHZ,75
476,0.8625,0.0,0.593,NYT,0.407,2018-03-28 08:30:07 AM,"""It's like a beauty pageant. The fish cannot be fat. It must look strong and have personality."" https://t.co/QY2HdEdUQH",76
477,0.0,0.0,1.0,NYT,0.0,2018-03-28 08:45:07 AM,"""I think it is completely reasonable to say that there could have been a different outcome of the referendum had th… https://t.co/8fhRZ13NjF",77
478,0.0,0.0,1.0,NYT,0.0,2018-03-28 09:00:12 AM,How the Chinese and North Korean news media portrayed the meeting between Xi Jinping and Kim Jong-un https://t.co/GfQOFPqIf0,78
479,-0.9231,0.451,0.549,NYT,0.0,2018-03-28 09:15:06 AM,The officer was killed after he voluntarily exchanged himself for a female hostage during a terrorist attack in Fra… https://t.co/qyzVCzdROk,79
480,0.0,0.0,1.0,NYT,0.0,2018-03-28 09:30:12 AM,Atlanta’s city government has been hobbled by a cyberattack and is doing some business with ink and paper. Security… https://t.co/JEbTiuZ7zw,80
481,0.4404,0.0,0.828,NYT,0.172,2018-03-28 09:45:05 AM,Will taxpayers have to bail out the Pro Football Hall of Fame in Ohio? https://t.co/2BbZW0Mih5,81
482,0.0,0.0,1.0,NYT,0.0,2018-03-28 10:00:03 AM,RT @NYTFashion: Saudi Arabia will host its first ever fashion week next month (after a two week delay). Here's what to expect: https://t.co…,82
483,-0.2023,0.231,0.769,NYT,0.0,2018-03-28 10:10:04 AM,The highs and lows of testosterone https://t.co/KL5JNKPwDy,83
484,0.3278,0.0,0.827,NYT,0.173,2018-03-28 10:25:05 AM,Elements that make a podcast spark don’t always translate seamlessly to TV. But that's not stopping Hollywood from… https://t.co/D0wWi2XJQB,84
485,0.0,0.0,1.0,NYT,0.0,2018-03-28 10:39:09 AM,RT @NYTNational: Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid online. Wi…,85
486,-0.6369,0.257,0.743,NYT,0.0,2018-03-28 10:50:05 AM,"Jared Kushner and Jeff Sessions are clashing over federal prison policy, confusing lawmakers and leaving prisoners… https://t.co/EEiWlO4VuI",86
487,0.8126,0.0,0.543,NYT,0.457,2018-03-28 11:05:07 AM,"Bright, bold and richly flavored, these aren't your typical fish cakes https://t.co/xZQDqFg0mk https://t.co/eowfvU22Ts",87
488,0.8225,0.0,0.752,NYT,0.248,2018-03-28 11:15:04 AM,"RT @nytgraphics: What Democrats need to do to take control of Congress: 

1. Win 28 Senate races (Republicans only need to win 9 to keep th…",88
489,-0.4588,0.151,0.772,NYT,0.077,2018-03-28 11:25:07 AM,Kim Jong-un's surprise visit to Beijing was a reminder of how much he has set the agenda in the crisis over North K… https://t.co/mwcCpJKaen,89
490,0.296,0.0,0.885,NYT,0.115,2018-03-28 11:40:03 AM,"Anti-Trump groups are working to unseat breakaway Democrats in Albany who have aligned with Republicans, helping th… https://t.co/ZSn9dqIAEx",90
491,0.2023,0.0,0.913,NYT,0.087,2018-03-28 11:55:03 AM,"Rick Gates, a top Trump campaign aide, had frequent phone calls in September and October 2016 with a person the FBI… https://t.co/ScUBbx09Xa",91
492,0.0,0.0,1.0,NYT,0.0,2018-03-28 12:02:05 AM,Uber said it is not renewing its permit to test self-driving vehicles in California because it wants to wait for th… https://t.co/8QlITPricx,92
493,0.0,0.0,1.0,NYT,0.0,2018-03-28 12:10:05 PM,"In Room 306 at the Lorraine Motel, you can see the door onto the balcony. Looking through it you can see the spot w… https://t.co/6ZGo2cTzNB",93
494,0.0,0.0,1.0,NYT,0.0,2018-03-28 12:20:12 PM,"RT @PatriciaMazzei: In Orlando today for closing statements in the trial against Noor Salman, the widow of Pulse nightclub shooter Omar Mat…",94
495,-0.7003,0.227,0.731,NYT,0.042,2018-03-28 12:30:05 PM,"Hundreds of people filled the lobby at Sacramento City Hall on Tuesday to protest the death of Stephon Clark, who w… https://t.co/aqr3CzDXpR",95
496,0.34,0.117,0.701,NYT,0.182,2018-03-28 12:32:01 AM,RT @NeilMacFarquhar: Articulate whistle-blower says data miners took “colonial” delight in secretly manipulating other countries via @NYTim…,96
497,0.296,0.0,0.891,NYT,0.109,2018-03-28 12:45:09 PM,"Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might tell the sp… https://t.co/loVNcik2rm",97
498,0.296,0.0,0.885,NYT,0.115,2018-03-28 12:47:40 PM,"President Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might t… https://t.co/zGAAMa90pK",98
499,0.7003,0.0,0.766,NYT,0.234,2018-03-28 12:49:42 AM,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/59FhXuhJgV",99
